Class Name, Initialization Kind, Reason for Initialization
javax.naming.ldap.Rdn, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.ldap.Rdn$RdnEntry, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.ldap.Rfc2253Parser, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.ContinuationContext, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.ContinuationDirContext, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.DirContextNamePair, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.DirectoryManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.DirectoryManager$$Lambda$1660/0x000000780146e1a8, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.InitialContextFactory, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.NamingManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.NamingManager$$Lambda$1485/0x000000780133d150, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.NamingManager$$Lambda$1486/0x000000780133d598, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.NamingManager$$Lambda$1487/0x000000780133d7e0, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.NamingManager$$Lambda$1661/0x000000780146e5d8, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.NamingManager$FactoryInitializationError, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.ObjectFactory, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.ResolveResult, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming.spi.Resolver, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.SocketFactory, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.DefaultSSLSocketFactory, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.ExtendedSSLSession, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.HandshakeCompletedEvent, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.KeyManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.KeyManagerFactory, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.KeyManagerFactory$$Lambda$584/0x00000078010505f0, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.KeyManagerFactorySpi, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.KeyManager[], BUILD_TIME, arrays are initialized at build time
javax.net.ssl.SNIHostName, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SNIMatcher, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SNIServerName, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLContextSpi, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLEngine, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLEngineResult, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLEngineResult$HandshakeStatus, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLEngineResult$HandshakeStatus[], BUILD_TIME, arrays are initialized at build time
javax.net.ssl.SSLException, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLHandshakeException, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLParameters, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLPeerUnverifiedException, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLProtocolException, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLSession, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLSessionContext, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLSocket, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLSocketFactory, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLSocketFactory$DefaultFactoryHolder, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.TrustManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.TrustManagerFactory, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.TrustManagerFactory$$Lambda$582/0x000000780104eec8, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.TrustManagerFactorySpi, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.TrustManager[], BUILD_TIME, arrays are initialized at build time
javax.net.ssl.X509ExtendedKeyManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.X509ExtendedTrustManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.X509KeyManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.X509TrustManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.rmi.ssl.SslRMIClientSocketFactory, BUILD_TIME, class proven as side-effect free before analysis
javax.rmi.ssl.SslRMIServerSocketFactory, BUILD_TIME, class proven as side-effect free before analysis
javax.security.auth.DestroyFailedException, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Destroyable, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Destroyable[], BUILD_TIME, arrays are initialized at build time
javax.security.auth.RefreshFailedException, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Refreshable, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject$1, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject$SecureSet, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject$SecureSet$1, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject$SecureSet$2, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject$SecureSet$3, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject$SecureSet$4, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject$SecureSet$6, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.SubjectDomainCombiner, BUILD_TIME, super type of com.sun.jmx.remote.security.JMXSubjectDomainCombiner
javax.security.auth.SubjectDomainCombiner$WeakKeyValueMap, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.Subject[], BUILD_TIME, arrays are initialized at build time
javax.security.auth.callback.Callback, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.callback.CallbackHandler, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.callback.Callback[], BUILD_TIME, arrays are initialized at build time
javax.security.auth.callback.ConfirmationCallback, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.callback.NameCallback, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.callback.PasswordCallback, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.callback.PasswordCallback$$Lambda$1658/0x000000780146d700, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.callback.TextOutputCallback, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.callback.UnsupportedCallbackException, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.kerberos.JavaxSecurityAuthKerberosAccessImpl, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.kerberos.KerberosKey, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.kerberos.KerberosKey[], BUILD_TIME, arrays are initialized at build time
javax.security.auth.kerberos.KerberosPrincipal, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.kerberos.KerberosTicket, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.kerberos.KeyImpl, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.kerberos.KeyTab, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.AppConfigurationEntry, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.AppConfigurationEntry$LoginModuleControlFlag, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.AppConfigurationEntry[], BUILD_TIME, arrays are initialized at build time
javax.security.auth.login.Configuration, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.Configuration$1, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.Configuration$2, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.Configuration$3, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.FailedLoginException, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext$$Lambda$1490/0x000000780133e060, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext$1, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext$2, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext$3, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext$4, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext$ModuleInfo, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext$ModuleInfo[], BUILD_TIME, arrays are initialized at build time
javax.security.auth.login.LoginContext$SecureCallbackHandler, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginContext$SecureCallbackHandler$1, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.login.LoginException, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.spi.LoginModule, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.x500.X500Principal, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.x500.X500Principal[], BUILD_TIME, arrays are initialized at build time
javax.security.auth.x500.X500PrivateCredential, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.ValueBased, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.ValueBased[], BUILD_TIME, arrays are initialized at build time
jdk.internal.access.JavaBeansAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaIOAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaIOFileDescriptorAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaIOFilePermissionAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaIOPrintStreamAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaIOPrintWriterAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaIORandomAccessFileAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaLangAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaLangRefAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaLangReflectAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaNetInetAddressAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaNioAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaObjectInputFilterAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaObjectInputStreamAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaObjectInputStreamReadString, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaSecurityAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaSecurityPropertiesAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaSecuritySignatureAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaSecuritySpecAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaUtilCollectionAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaUtilConcurrentFJPAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaUtilJarAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaUtilResourceBundleAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaxCryptoSealedObjectAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.JavaxCryptoSpecAccess, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.SharedSecrets, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.access.foreign.UnmapperProxy, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.agent.Agent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.agent.AgentConfigurationError, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.agent.ConnectorAddressLink, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.agent.ConnectorAddressLink$PerfHandle, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.agent.FileSystem, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.agent.FileSystemImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.agent.resources.agent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.DeserializationEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.Event, BUILD_TIME, super type of jdk.jfr.Event
jdk.internal.event.EventHelper, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.EventHelper$$Lambda$1600/0x00000078013bed40, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.ProcessStartEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.SecurityPropertyModificationEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.SecurityProviderServiceEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.TLSHandshakeEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.ThreadSleepEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.VirtualThreadEndEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.VirtualThreadPinnedEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.VirtualThreadStartEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.VirtualThreadSubmitFailedEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.X509CertificateEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.X509ValidationEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.foreign.AbstractMemorySegmentImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.foreign.MemorySessionImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.BMPSet, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.CharTrie, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Norm2AllModes, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Norm2AllModes$ComposeNormalizer2, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Norm2AllModes$DecomposeNormalizer2, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Norm2AllModes$NFCSingleton, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Norm2AllModes$NoopNormalizer2, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Norm2AllModes$Norm2AllModesSingleton, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Norm2AllModes$Normalizer2WithImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.NormalizerImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.NormalizerImpl$Hangul, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.NormalizerImpl$NextCCArgs, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.NormalizerImpl$PrevArgs, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.NormalizerImpl$ReorderingBuffer, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.NormalizerImpl$UTF16Plus, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Punycode, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.ReplaceableUCharacterIterator, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Trie, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Trie$DataManipulate, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Trie2, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Trie2$1, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Trie2$Range, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Trie2$Trie2Iterator, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Trie2$ValueMapper, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Trie2_16, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.UBiDiProps, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.UCharacterProperty, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.UnicodeSetStringSpan, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.UnicodeSetStringSpan$OffsetList, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.impl.Utility, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.lang.UCharacter, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.FilteredNormalizer2, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.Normalizer2, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$1, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$Mode, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$ModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$Mode[], BUILD_TIME, arrays are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFC32ModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFCMode, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFCModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFD32ModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFDMode, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFDModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFKC32ModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFKCMode, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFKCModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFKD32ModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFKDMode, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NFKDModeImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.NormalizerBase$NONEMode, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.Replaceable, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.ReplaceableString, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.StringPrep, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.StringPrep$StringPrepTrieImpl, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.StringPrep$Values, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.UCharacterIterator, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.UTF16, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.UnicodeSet, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.UnicodeSet$SpanCondition, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.text.UnicodeSet$SpanCondition[], BUILD_TIME, arrays are initialized at build time
jdk.internal.icu.util.CodePointMap, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointMap$Range, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointMap$RangeIterator, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointTrie, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointTrie$Data, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointTrie$Data16, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointTrie$Fast, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointTrie$Fast16, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointTrie$Type, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.icu.util.CodePointTrie$Type[], BUILD_TIME, arrays are initialized at build time
jdk.internal.icu.util.OutputInt, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.io.JdkConsole, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.io.JdkConsoleProvider, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.AbstractClassLoaderValue, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.AbstractClassLoaderValue$Memoizer, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.AbstractClassLoaderValue$Memoizer$RecursiveInvocationException, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.AbstractClassLoaderValue$Sub, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.BootLoader, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.BuiltinClassLoader, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.ClassLoaderHelper, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.ClassLoaderValue, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.ClassLoaders, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.ClassLoaders$AppClassLoader, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.ClassLoaders$BootClassLoader, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.ClassLoaders$PlatformClassLoader, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.Loader, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.NativeLibraries, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.AbstractLoggerWrapper, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.AbstractLoggerWrapper$$Lambda$1572/0x00000078013ee580, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.AbstractLoggerWrapper$$Lambda$1574/0x00000078013efdd0, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger$BootstrapExecutors, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger$BootstrapExecutors$1, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger$BootstrapExecutors$BootstrapMessageLoggerTask, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger$DetectBackend, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger$LogEvent, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger$LogEvent$$Lambda$1378/0x00000078012c6a50, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger$LoggingBackend, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.BootstrapLogger$LoggingBackend[], BUILD_TIME, arrays are initialized at build time
jdk.internal.logger.BootstrapLogger$RedirectedLoggers, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.DefaultLoggerFinder, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.DefaultLoggerFinder$$Lambda$1568/0x00000078013ed0e8, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.DefaultLoggerFinder$$Lambda$1569/0x00000078013ed318, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.DefaultLoggerFinder$1, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.DefaultLoggerFinder$SharedLoggers, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LazyLoggers, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LazyLoggers$1, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LazyLoggers$JdkLazyLogger, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LazyLoggers$LazyLoggerAccessor, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LazyLoggers$LazyLoggerFactories, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LazyLoggers$LazyLoggerWrapper, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LazyLoggers$LoggerAccessor, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LoggerFinderLoader, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LoggerFinderLoader$ErrorPolicy, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.LoggerFinderLoader$ErrorPolicy[], BUILD_TIME, arrays are initialized at build time
jdk.internal.logger.LoggerWrapper, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.SimpleConsoleLogger, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.SimpleConsoleLogger$CallerFinder, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.SimpleConsoleLogger$CallerFinder$$Lambda$1265/0x00000078011fb0b8, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.SimpleConsoleLogger$Formatting, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.logger.SurrogateLogger, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.DoubleToDecimal, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FDBigInteger, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FDBigInteger[], BUILD_TIME, arrays are initialized at build time
jdk.internal.math.FloatToDecimal, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FloatingDecimal, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FloatingDecimal$1, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FloatingDecimal$ASCIIToBinaryBuffer, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FloatingDecimal$ASCIIToBinaryConverter, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FloatingDecimal$BinaryToASCIIConverter, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.math.FloatingDecimal$HexFloatPattern, BUILD_TIME, Core JDK classes are initialized at build time
